student_id,gender,department,location,study_mode,parental_edu,internet_access,part_time_job,study_hours_day,attendance_pct,prev_gpa,final_grade,dropout_risk,attendance_band,grade_letter
STU0487,Female,Civil,Semi-Urban,Full-Time,Post-Graduate,1,0,3.0,49.0,9.18,6.99,0,<60%,C
STU0488,Female,Computer Science,Semi-Urban,Full-Time,High School,0,0,7.0,74.0,7.21,7.12,0,60-74%,B
STU0489,Male,Civil,Urban,Full-Time,Graduate,1,0,7.0,50.0,4.38,5.99,0,<60%,C
STU0490,Female,Business,Rural,Full-Time,Graduate,0,0,3.0,76.0,8.75,5.9,0,75-89%,C
STU0491,Male,Arts,Semi-Urban,Part-Time,High School,1,1,7.0,46.0,6.74,5.98,1,<60%,C
STU0492,Female,Civil,Urban,Part-Time,High School,1,0,2.0,49.0,7.77,4.64,1,<60%,D
STU0493,Female,Electronics,Urban,Full-Time,Graduate,1,0,4.0,75.0,4.26,5.31,0,75-89%,D
STU0494,Female,Computer Science,Urban,Part-Time,Post-Graduate,0,0,5.0,52.0,7.22,5.51,1,<60%,C
STU0495,Male,Arts,Semi-Urban,Full-Time,None,1,0,7.0,74.0,7.05,8.26,0,60-74%,B
STU0496,Male,Mechanical,Urban,Full-Time,High School,1,1,9.0,46.0,4.26,6.69,0,<60%,C
STU0497,Male,Business,Semi-Urban,Part-Time,None,1,1,6.0,77.0,4.5,5.67,0,75-89%,C
STU0498,Female,Electronics,Urban,Full-Time,High School,0,0,3.0,48.0,5.44,3.75,1,<60%,F
STU0499,Female,Electronics,Semi-Urban,Full-Time,High School,0,1,8.0,50.0,9.82,7.66,0,<60%,B
STU0500,Female,Mechanical,Rural,Full-Time,Graduate,0,0,2.0,70.0,9.72,7.39,1,60-74%,B
STU0501,Male,Computer Science,Rural,Full-Time,High School,1,1,8.0,73.0,8.24,7.61,0,60-74%,B
STU0502,Male,Civil,Semi-Urban,Part-Time,Graduate,1,0,1.0,42.0,8.62,3.57,1,<60%,F
STU0503,Male,Business,Rural,Full-Time,Graduate,0,0,4.0,61.0,6.29,5.84,0,60-74%,C
STU0504,Male,Business,Urban,Full-Time,High School,1,1,8.0,89.0,4.7,6.03,0,75-89%,C
STU0505,Male,Civil,Urban,Full-Time,None,1,0,3.0,64.0,6.47,5.95,0,60-74%,C
STU0506,Female,Arts,Semi-Urban,Full-Time,High School,0,1,6.0,92.0,7.05,6.64,0,90%+,C
STU0507,Female,Arts,Semi-Urban,Full-Time,Graduate,1,1,9.0,41.0,7.18,5.84,1,<60%,C
STU0508,Male,Electronics,Urban,Full-Time,Graduate,1,0,9.0,68.0,9.13,8.4,0,60-74%,B
STU0509,Male,Computer Science,Rural,Full-Time,Graduate,1,1,4.0,74.0,6.12,6.08,0,60-74%,C
STU0510,Female,Arts,Urban,Full-Time,Post-Graduate,1,0,1.0,82.0,9.7,7.7,1,75-89%,B
STU0511,Male,Business,Semi-Urban,Full-Time,Graduate,1,1,4.0,68.0,5.59,6.73,0,60-74%,C
STU0512,Male,Electronics,Semi-Urban,Full-Time,High School,1,0,3.0,89.0,4.68,7.83,0,75-89%,B
STU0513,Male,Electronics,Urban,Part-Time,Graduate,0,1,5.0,95.0,5.43,5.16,0,90%+,D
STU0514,Male,Business,Semi-Urban,Full-Time,Graduate,0,0,7.0,92.0,5.96,8.5,0,90%+,B
STU0515,Female,Civil,Semi-Urban,Full-Time,None,1,0,7.0,60.0,7.3,8.89,0,60-74%,A
STU0516,Female,Mechanical,Urban,Full-Time,Graduate,0,1,9.0,52.0,8.78,7.24,1,<60%,B
STU0517,Male,Electronics,Urban,Part-Time,High School,1,0,8.0,72.0,8.13,7.72,0,60-74%,B
STU0518,Male,Arts,Semi-Urban,Full-Time,High School,1,0,1.0,60.0,9.35,6.2,0,60-74%,C
STU0519,Male,Business,Urban,Full-Time,Post-Graduate,1,0,5.0,59.0,8.62,9.08,0,<60%,A
STU0520,Male,Business,Semi-Urban,Full-Time,High School,0,0,5.0,61.0,9.82,7.37,0,60-74%,B
STU0521,Male,Business,Urban,Full-Time,None,1,0,4.0,99.0,5.96,5.88,0,90%+,C
STU0522,Female,Electronics,Urban,Full-Time,None,1,0,6.0,97.0,9.36,8.81,0,90%+,A
STU0523,Male,Arts,Urban,Full-Time,Graduate,1,1,1.0,76.0,5.18,3.56,1,75-89%,F
STU0524,Female,Electronics,Urban,Part-Time,High School,1,1,4.0,85.0,6.3,7.12,0,75-89%,B
STU0525,Female,Arts,Semi-Urban,Full-Time,Graduate,1,1,6.0,59.0,4.71,4.89,1,<60%,D
STU0526,Female,Arts,Rural,Full-Time,None,1,0,4.0,53.0,8.05,6.49,1,<60%,C
STU0527,Female,Arts,Urban,Full-Time,High School,0,1,5.0,86.0,4.27,4.88,1,75-89%,D
STU0528,Female,Arts,Rural,Part-Time,High School,1,0,6.0,60.0,4.67,6.7,0,60-74%,C
STU0529,Female,Electronics,Urban,Part-Time,Graduate,0,0,2.0,95.0,4.82,5.04,0,90%+,D
STU0530,Male,Arts,Rural,Full-Time,Graduate,1,0,6.0,95.0,5.22,7.46,0,90%+,B
STU0531,Male,Mechanical,Urban,Full-Time,Post-Graduate,1,0,6.0,58.0,5.94,6.51,1,<60%,C
STU0532,Female,Civil,Urban,Full-Time,Graduate,0,1,1.0,94.0,9.13,7.39,0,90%+,B
STU0533,Male,Electronics,Urban,Full-Time,Graduate,1,0,7.0,46.0,7.03,7.77,1,<60%,B
STU0534,Male,Civil,Semi-Urban,Full-Time,Graduate,1,1,5.0,58.0,7.99,7.82,0,<60%,B
STU0535,Female,Arts,Urban,Full-Time,Graduate,0,0,7.0,46.0,7.19,7.47,1,<60%,B
STU0536,Female,Electronics,Urban,Full-Time,None,1,1,2.0,89.0,7.82,7.39,0,75-89%,B
STU0537,Female,Computer Science,Rural,Full-Time,Graduate,1,0,8.0,49.0,4.89,6.67,1,<60%,C
STU0538,Female,Business,Urban,Part-Time,Graduate,1,0,2.0,58.0,9.11,6.27,1,<60%,C
STU0539,Female,Civil,Urban,Full-Time,None,1,1,1.0,41.0,5.03,2.95,1,<60%,F
STU0540,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,1,6.0,84.0,6.39,6.59,0,75-89%,C
STU0541,Female,Business,Rural,Part-Time,Graduate,1,1,8.0,77.0,8.96,8.21,0,75-89%,B
STU0542,Male,Mechanical,Urban,Full-Time,High School,1,0,2.0,83.0,7.31,7.54,0,75-89%,B
STU0543,Male,Arts,Semi-Urban,Full-Time,Post-Graduate,0,0,1.0,92.0,6.66,5.49,1,90%+,D
STU0544,Male,Computer Science,Semi-Urban,Full-Time,High School,1,0,5.0,61.0,7.58,6.41,0,60-74%,C
STU0545,Male,Civil,Semi-Urban,Full-Time,None,1,0,7.0,48.0,8.46,8.03,0,<60%,B
STU0546,Male,Business,Rural,Full-Time,Graduate,0,1,8.0,55.0,6.15,5.98,0,<60%,C
STU0547,Female,Mechanical,Semi-Urban,Full-Time,Graduate,1,1,3.0,58.0,7.46,6.0,1,<60%,C
STU0548,Female,Electronics,Urban,Full-Time,None,1,0,2.0,63.0,9.3,6.6,0,60-74%,C
STU0549,Female,Business,Urban,Full-Time,Graduate,1,0,7.0,92.0,9.98,8.23,0,90%+,B
STU0550,Male,Mechanical,Semi-Urban,Full-Time,Graduate,1,1,6.0,78.0,6.7,6.8,0,75-89%,C
STU0551,Female,Mechanical,Urban,Part-Time,Graduate,1,0,2.0,45.0,4.71,5.09,1,<60%,D
STU0552,Female,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,1,8.0,63.0,4.21,5.34,0,60-74%,D
STU0553,Male,Mechanical,Urban,Part-Time,Graduate,1,0,1.0,53.0,7.05,4.73,1,<60%,D
STU0554,Female,Mechanical,Urban,Full-Time,High School,0,0,6.0,82.0,5.74,5.78,0,75-89%,C
STU0555,Male,Civil,Urban,Part-Time,Post-Graduate,1,1,5.0,50.0,5.61,5.04,1,<60%,D
STU0556,Female,Computer Science,Urban,Full-Time,High School,1,0,1.0,86.0,7.21,8.02,0,75-89%,B
STU0557,Female,Arts,Semi-Urban,Full-Time,Graduate,0,0,7.0,94.0,8.93,6.3,0,90%+,C
STU0558,Male,Business,Rural,Full-Time,Graduate,0,0,2.0,64.0,4.79,5.03,0,60-74%,D
STU0559,Male,Arts,Semi-Urban,Full-Time,Post-Graduate,1,0,2.0,55.0,5.39,4.12,1,<60%,D
STU0560,Female,Business,Rural,Full-Time,High School,0,0,4.0,78.0,8.44,7.7,0,75-89%,B
STU0561,Female,Business,Urban,Full-Time,Graduate,0,0,9.0,70.0,6.71,7.25,0,60-74%,B
STU0562,Female,Civil,Semi-Urban,Full-Time,Graduate,1,0,7.0,70.0,7.09,7.59,0,60-74%,B
STU0563,Female,Civil,Urban,Part-Time,None,0,0,8.0,91.0,5.02,6.51,0,90%+,C
STU0564,Male,Civil,Urban,Full-Time,Post-Graduate,1,1,5.0,57.0,5.52,6.32,1,<60%,C
STU0565,Male,Civil,Semi-Urban,Full-Time,Graduate,1,1,6.0,98.0,7.08,7.46,0,90%+,B
STU0566,Male,Mechanical,Semi-Urban,Full-Time,Post-Graduate,1,1,7.0,70.0,5.34,6.91,0,60-74%,C
STU0567,Female,Business,Rural,Full-Time,Post-Graduate,0,0,4.0,74.0,7.05,6.62,0,60-74%,C
STU0568,Female,Electronics,Semi-Urban,Full-Time,High School,1,1,4.0,91.0,4.62,5.87,0,90%+,C
STU0569,Female,Business,Urban,Part-Time,High School,1,0,5.0,70.0,8.07,5.92,0,60-74%,C
STU0570,Female,Computer Science,Semi-Urban,Full-Time,Graduate,0,0,1.0,95.0,7.4,6.41,0,90%+,C
STU0571,Female,Computer Science,Urban,Full-Time,Graduate,1,1,5.0,62.0,8.86,7.68,0,60-74%,B
STU0572,Female,Electronics,Semi-Urban,Full-Time,High School,1,0,2.0,43.0,5.96,3.88,1,<60%,F
STU0573,Female,Business,Semi-Urban,Full-Time,High School,1,0,8.0,62.0,8.8,7.67,0,60-74%,B
STU0574,Female,Arts,Semi-Urban,Full-Time,Graduate,0,1,2.0,82.0,4.6,5.94,1,75-89%,C
STU0575,Male,Computer Science,Urban,Full-Time,Graduate,1,0,1.0,52.0,7.6,5.79,1,<60%,C
STU0576,Male,Computer Science,Urban,Part-Time,Post-Graduate,1,1,2.0,98.0,9.33,6.29,0,90%+,C
STU0577,Female,Civil,Urban,Full-Time,Post-Graduate,0,1,3.0,87.0,9.85,7.6,0,75-89%,B
STU0578,Female,Electronics,Semi-Urban,Full-Time,Graduate,1,0,7.0,56.0,8.25,8.0,0,<60%,B
STU0579,Male,Business,Rural,Full-Time,Post-Graduate,1,1,4.0,71.0,8.16,7.34,0,60-74%,B
STU0580,Female,Electronics,Semi-Urban,Full-Time,Graduate,1,0,5.0,52.0,7.29,6.16,1,<60%,C
STU0581,Female,Electronics,Semi-Urban,Full-Time,Post-Graduate,0,0,2.0,62.0,8.94,6.25,0,60-74%,C
STU0582,Male,Arts,Rural,Full-Time,None,0,1,2.0,86.0,7.66,7.15,0,75-89%,B
STU0583,Female,Arts,Rural,Full-Time,Graduate,0,0,2.0,76.0,9.76,6.41,0,75-89%,C
STU0584,Female,Mechanical,Rural,Part-Time,Graduate,1,1,8.0,68.0,5.92,6.26,0,60-74%,C
STU0585,Male,Arts,Urban,Full-Time,Post-Graduate,1,1,6.0,43.0,8.79,6.95,1,<60%,C
STU0586,Male,Computer Science,Urban,Part-Time,Graduate,1,0,3.0,66.0,5.95,6.31,0,60-74%,C
STU0587,Male,Business,Semi-Urban,Full-Time,High School,1,0,1.0,90.0,5.29,5.73,0,90%+,C
STU0588,Female,Business,Urban,Full-Time,None,1,0,4.0,88.0,8.39,8.85,0,75-89%,A
STU0589,Female,Mechanical,Semi-Urban,Full-Time,Graduate,0,0,3.0,78.0,9.52,7.43,0,75-89%,B
STU0590,Female,Arts,Semi-Urban,Full-Time,None,1,0,2.0,47.0,8.51,7.07,1,<60%,B
STU0591,Female,Arts,Urban,Full-Time,Graduate,1,1,9.0,53.0,6.67,6.78,1,<60%,C
STU0592,Male,Business,Urban,Full-Time,Graduate,1,1,6.0,93.0,4.95,6.44,0,90%+,C
STU0593,Female,Arts,Semi-Urban,Full-Time,None,1,0,1.0,60.0,5.99,4.59,1,60-74%,D
STU0594,Male,Business,Rural,Full-Time,Graduate,1,0,8.0,76.0,6.48,6.0,0,75-89%,C
STU0595,Male,Mechanical,Semi-Urban,Full-Time,None,0,0,1.0,78.0,9.5,6.59,0,75-89%,C
STU0596,Female,Business,Urban,Part-Time,Graduate,0,1,7.0,96.0,9.36,7.95,0,90%+,B
STU0597,Male,Computer Science,Urban,Part-Time,Post-Graduate,1,0,3.0,59.0,4.38,4.85,1,<60%,D
STU0598,Female,Business,Rural,Full-Time,High School,1,0,4.0,46.0,7.4,5.17,1,<60%,D
STU0599,Female,Arts,Rural,Full-Time,Post-Graduate,1,0,1.0,76.0,9.09,7.17,0,75-89%,B
STU0600,Male,Mechanical,Urban,Full-Time,None,1,0,1.0,58.0,9.84,5.72,1,<60%,C
STU0601,Male,Civil,Urban,Part-Time,Graduate,1,0,7.0,68.0,4.87,6.85,0,60-74%,C
STU0602,Male,Computer Science,Urban,Part-Time,Post-Graduate,0,0,6.0,44.0,7.0,6.41,1,<60%,C
STU0603,Female,Civil,Semi-Urban,Full-Time,Graduate,0,1,6.0,71.0,8.36,6.34,0,60-74%,C
STU0604,Female,Business,Rural,Full-Time,None,1,0,7.0,55.0,6.06,6.95,1,<60%,C
STU0605,Male,Mechanical,Urban,Full-Time,High School,0,1,9.0,40.0,5.94,7.26,1,<60%,B
STU0606,Female,Business,Rural,Full-Time,Graduate,1,0,7.0,52.0,5.12,6.0,1,<60%,C
STU0607,Female,Civil,Semi-Urban,Full-Time,Post-Graduate,1,0,1.0,60.0,7.29,6.56,1,60-74%,C
STU0608,Male,Computer Science,Urban,Part-Time,Post-Graduate,1,1,8.0,80.0,7.37,7.71,0,75-89%,B
STU0609,Female,Computer Science,Semi-Urban,Full-Time,None,0,0,5.0,99.0,5.44,8.82,0,90%+,A
STU0610,Female,Mechanical,Semi-Urban,Full-Time,Graduate,1,0,8.0,62.0,4.55,6.55,0,60-74%,C
STU0611,Female,Business,Urban,Full-Time,Graduate,1,0,5.0,60.0,6.05,5.94,0,60-74%,C
STU0612,Male,Arts,Urban,Full-Time,High School,1,1,4.0,70.0,4.24,6.48,0,60-74%,C
STU0613,Female,Mechanical,Rural,Full-Time,Graduate,1,1,5.0,77.0,6.72,3.9,0,75-89%,F
STU0614,Male,Business,Urban,Full-Time,Post-Graduate,1,0,6.0,70.0,6.29,8.09,0,60-74%,B
STU0615,Female,Electronics,Urban,Full-Time,High School,1,1,6.0,90.0,6.41,7.52,0,90%+,B
STU0616,Female,Civil,Urban,Full-Time,Graduate,1,0,9.0,80.0,7.16,8.43,0,75-89%,B
STU0617,Male,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,1,4.0,90.0,5.22,5.99,0,90%+,C
STU0618,Male,Civil,Urban,Full-Time,Graduate,1,1,8.0,46.0,4.99,5.51,1,<60%,C
STU0619,Male,Computer Science,Urban,Part-Time,Graduate,1,0,1.0,52.0,7.68,5.16,1,<60%,D
STU0620,Female,Business,Urban,Full-Time,High School,1,1,7.0,96.0,8.84,8.47,0,90%+,B
STU0621,Male,Computer Science,Urban,Full-Time,Graduate,1,0,7.0,40.0,4.2,4.88,1,<60%,D
STU0622,Female,Business,Semi-Urban,Full-Time,Graduate,0,0,6.0,60.0,9.16,7.45,0,60-74%,B
STU0623,Male,Business,Semi-Urban,Full-Time,Post-Graduate,1,0,7.0,53.0,8.53,9.04,1,<60%,A
STU0624,Female,Business,Semi-Urban,Full-Time,High School,0,0,8.0,97.0,4.88,7.39,0,90%+,B
STU0625,Female,Mechanical,Urban,Part-Time,Graduate,1,1,6.0,70.0,9.09,7.39,0,60-74%,B
STU0626,Male,Computer Science,Semi-Urban,Part-Time,None,1,1,9.0,60.0,5.46,7.06,0,60-74%,B
STU0627,Male,Mechanical,Semi-Urban,Full-Time,Graduate,1,0,4.0,46.0,8.74,8.0,1,<60%,B
STU0628,Female,Computer Science,Urban,Part-Time,Graduate,1,0,7.0,48.0,6.22,6.36,1,<60%,C
STU0629,Male,Electronics,Rural,Full-Time,None,1,1,7.0,99.0,7.16,9.14,0,90%+,A
STU0630,Female,Arts,Semi-Urban,Full-Time,Graduate,1,1,9.0,81.0,8.71,8.48,0,75-89%,B
STU0631,Male,Electronics,Urban,Full-Time,High School,1,0,8.0,52.0,6.52,8.31,1,<60%,B
STU0632,Male,Business,Urban,Part-Time,Graduate,1,1,1.0,86.0,4.46,4.99,1,75-89%,D
STU0633,Male,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,7.0,43.0,7.16,7.02,1,<60%,B
STU0634,Male,Mechanical,Semi-Urban,Full-Time,High School,0,0,9.0,76.0,7.64,7.03,0,75-89%,B
STU0635,Male,Electronics,Urban,Full-Time,Post-Graduate,1,0,6.0,81.0,5.24,6.38,0,75-89%,C
STU0636,Female,Arts,Semi-Urban,Full-Time,Post-Graduate,1,1,8.0,65.0,8.65,8.5,0,60-74%,B
STU0637,Male,Computer Science,Semi-Urban,Full-Time,Graduate,1,1,1.0,66.0,7.78,7.53,1,60-74%,B
STU0638,Male,Arts,Urban,Part-Time,None,1,0,6.0,92.0,9.17,9.8,0,90%+,A
STU0639,Male,Arts,Urban,Part-Time,Graduate,1,0,3.0,92.0,5.58,6.83,0,90%+,C
STU0640,Male,Business,Semi-Urban,Full-Time,High School,1,1,6.0,65.0,7.43,7.09,0,60-74%,B
STU0641,Female,Electronics,Rural,Full-Time,Graduate,0,0,4.0,70.0,7.3,6.48,0,60-74%,C
STU0642,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,9.0,75.0,6.47,9.52,0,75-89%,A
STU0643,Male,Computer Science,Rural,Full-Time,Graduate,1,0,3.0,61.0,7.05,5.58,0,60-74%,C
STU0644,Male,Computer Science,Semi-Urban,Full-Time,Graduate,0,0,7.0,97.0,9.15,7.71,0,90%+,B
STU0645,Male,Business,Urban,Part-Time,Graduate,1,0,5.0,70.0,5.78,6.45,0,60-74%,C
STU0646,Male,Business,Urban,Full-Time,Graduate,0,0,3.0,70.0,8.97,7.05,0,60-74%,B
STU0647,Male,Business,Semi-Urban,Full-Time,High School,1,0,2.0,82.0,5.05,6.25,0,75-89%,C
STU0648,Male,Mechanical,Urban,Full-Time,High School,1,0,8.0,45.0,4.85,7.08,1,<60%,B
STU0649,Male,Civil,Semi-Urban,Full-Time,Graduate,0,0,2.0,60.0,7.51,6.85,0,60-74%,C
STU0650,Male,Civil,Urban,Full-Time,Graduate,1,0,9.0,50.0,4.83,7.81,1,<60%,B
STU0651,Female,Mechanical,Rural,Full-Time,High School,1,1,9.0,44.0,9.81,8.22,1,<60%,B
STU0652,Male,Arts,Rural,Full-Time,Post-Graduate,1,0,9.0,70.0,6.73,8.41,0,60-74%,B
STU0653,Male,Civil,Semi-Urban,Part-Time,None,1,0,7.0,43.0,8.85,7.83,1,<60%,B
STU0654,Male,Electronics,Urban,Part-Time,High School,0,0,3.0,44.0,5.53,5.3,1,<60%,D
STU0655,Female,Arts,Rural,Full-Time,Post-Graduate,1,0,8.0,62.0,9.18,7.5,0,60-74%,B
STU0656,Male,Business,Rural,Full-Time,Graduate,1,0,3.0,76.0,5.3,4.61,1,75-89%,D
STU0657,Female,Arts,Semi-Urban,Full-Time,Graduate,0,0,4.0,69.0,9.9,7.85,0,60-74%,B
STU0658,Male,Electronics,Semi-Urban,Full-Time,Graduate,0,1,4.0,73.0,4.52,4.88,1,60-74%,D
STU0659,Female,Civil,Urban,Full-Time,High School,1,1,2.0,97.0,6.16,7.8,1,90%+,B
STU0660,Female,Mechanical,Urban,Full-Time,Graduate,0,1,5.0,57.0,4.37,4.49,1,<60%,D
STU0661,Female,Mechanical,Urban,Full-Time,High School,1,0,2.0,46.0,6.56,3.75,1,<60%,F
STU0662,Male,Arts,Urban,Full-Time,Post-Graduate,1,0,8.0,81.0,5.12,7.67,0,75-89%,B
STU0663,Female,Civil,Rural,Full-Time,None,1,1,8.0,56.0,6.5,5.7,1,<60%,C
STU0664,Male,Mechanical,Rural,Full-Time,Graduate,1,0,7.0,61.0,9.18,7.67,0,60-74%,B
STU0665,Female,Civil,Urban,Full-Time,Post-Graduate,1,0,9.0,88.0,7.05,8.68,0,75-89%,A
STU0666,Female,Civil,Urban,Part-Time,High School,1,0,9.0,59.0,8.36,7.78,1,<60%,B
STU0667,Male,Business,Rural,Full-Time,Post-Graduate,1,0,6.0,63.0,4.03,5.46,0,60-74%,D
STU0668,Male,Arts,Urban,Full-Time,Graduate,0,1,4.0,49.0,4.68,4.86,1,<60%,D
STU0669,Male,Mechanical,Semi-Urban,Full-Time,Graduate,0,0,4.0,53.0,8.32,4.28,1,<60%,D
STU0670,Female,Electronics,Urban,Full-Time,Post-Graduate,1,0,2.0,60.0,6.67,5.95,0,60-74%,C
STU0671,Female,Civil,Semi-Urban,Full-Time,Graduate,0,1,3.0,51.0,8.8,5.5,1,<60%,D
STU0672,Female,Business,Urban,Full-Time,High School,1,0,4.0,49.0,9.59,5.81,0,<60%,C
STU0673,Male,Mechanical,Semi-Urban,Full-Time,High School,0,0,8.0,70.0,8.52,7.37,0,60-74%,B
STU0674,Female,Electronics,Urban,Full-Time,Post-Graduate,1,0,5.0,72.0,9.27,7.76,0,60-74%,B
STU0675,Male,Electronics,Rural,Part-Time,High School,1,0,5.0,75.0,6.7,7.26,0,75-89%,B
STU0676,Female,Civil,Urban,Full-Time,Graduate,1,0,5.0,66.0,7.05,5.81,0,60-74%,C
STU0677,Male,Computer Science,Semi-Urban,Part-Time,Graduate,1,1,8.0,55.0,4.92,6.61,1,<60%,C
STU0678,Female,Electronics,Semi-Urban,Part-Time,Graduate,1,0,8.0,57.0,9.34,8.2,0,<60%,B
STU0679,Male,Computer Science,Semi-Urban,Full-Time,Graduate,1,1,3.0,86.0,7.97,6.13,0,75-89%,C
STU0680,Female,Electronics,Urban,Full-Time,Graduate,1,1,1.0,83.0,4.26,4.61,1,75-89%,D
STU0681,Male,Computer Science,Semi-Urban,Full-Time,None,1,0,1.0,66.0,7.01,4.51,1,60-74%,D
STU0682,Female,Arts,Urban,Full-Time,High School,1,0,1.0,48.0,8.69,5.81,1,<60%,C
STU0683,Male,Arts,Urban,Part-Time,Graduate,1,0,6.0,72.0,5.39,7.39,0,60-74%,B
STU0684,Male,Electronics,Semi-Urban,Full-Time,Graduate,0,0,9.0,68.0,8.4,9.02,0,60-74%,A
STU0685,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,3.0,89.0,7.08,6.75,0,75-89%,C
STU0686,Female,Business,Rural,Part-Time,Graduate,0,0,5.0,69.0,8.83,7.48,0,60-74%,B
STU0687,Male,Civil,Urban,Full-Time,None,1,1,3.0,52.0,4.36,3.18,1,<60%,F
STU0688,Female,Electronics,Urban,Full-Time,High School,1,0,7.0,50.0,4.5,5.69,0,<60%,C
STU0689,Male,Computer Science,Semi-Urban,Full-Time,High School,1,0,4.0,50.0,5.56,5.76,1,<60%,C
STU0690,Male,Arts,Urban,Part-Time,Post-Graduate,0,1,8.0,85.0,5.79,8.0,0,75-89%,B
STU0691,Female,Civil,Rural,Full-Time,None,1,0,4.0,52.0,5.57,5.04,0,<60%,D
STU0692,Female,Business,Urban,Full-Time,Graduate,1,1,8.0,53.0,6.75,7.86,1,<60%,B
STU0693,Female,Business,Rural,Full-Time,Graduate,0,0,6.0,81.0,9.66,6.45,0,75-89%,C
STU0694,Female,Arts,Urban,Full-Time,High School,1,1,9.0,72.0,5.4,7.89,0,60-74%,B
STU0695,Male,Civil,Urban,Part-Time,High School,0,1,6.0,99.0,7.05,5.47,0,90%+,D
STU0696,Female,Electronics,Rural,Full-Time,Post-Graduate,1,0,3.0,57.0,6.81,4.93,1,<60%,D
STU0697,Male,Arts,Rural,Full-Time,None,0,0,6.0,82.0,7.03,6.08,0,75-89%,C
STU0698,Male,Computer Science,Urban,Full-Time,Graduate,1,1,4.0,64.0,5.53,6.41,0,60-74%,C
STU0699,Male,Computer Science,Urban,Part-Time,Graduate,1,1,6.0,62.0,6.92,7.36,0,60-74%,B
STU0700,Male,Civil,Urban,Full-Time,High School,1,1,9.0,44.0,5.62,7.09,1,<60%,B
STU0701,Male,Electronics,Urban,Full-Time,High School,1,0,2.0,42.0,7.41,5.4,1,<60%,D
STU0702,Female,Computer Science,Rural,Full-Time,Graduate,1,0,9.0,56.0,4.64,5.08,0,<60%,D
STU0703,Male,Mechanical,Semi-Urban,Full-Time,Graduate,0,1,1.0,52.0,7.43,4.37,1,<60%,D
STU0704,Male,Mechanical,Urban,Part-Time,Graduate,1,1,3.0,47.0,7.05,5.8,1,<60%,C
STU0705,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,8.0,98.0,6.84,9.86,0,90%+,A
STU0706,Female,Arts,Semi-Urban,Part-Time,Post-Graduate,1,0,5.0,46.0,8.59,7.72,1,<60%,B
STU0707,Male,Arts,Urban,Full-Time,High School,1,0,6.0,88.0,6.37,7.68,0,75-89%,B
STU0708,Female,Civil,Rural,Part-Time,High School,0,1,7.0,95.0,5.26,7.29,0,90%+,B
STU0709,Male,Business,Urban,Full-Time,Post-Graduate,1,0,2.0,70.0,7.05,6.52,0,60-74%,C
STU0710,Male,Business,Semi-Urban,Full-Time,High School,1,1,7.0,48.0,4.63,6.47,1,<60%,C
STU0711,Male,Civil,Rural,Full-Time,High School,1,1,9.0,73.0,4.66,6.22,0,60-74%,C
STU0712,Male,Civil,Urban,Full-Time,Graduate,1,0,6.0,62.0,6.96,7.18,0,60-74%,B
STU0713,Female,Business,Semi-Urban,Full-Time,Post-Graduate,1,0,5.0,96.0,5.66,5.4,0,90%+,D
STU0714,Male,Mechanical,Rural,Full-Time,Post-Graduate,0,0,7.0,48.0,4.59,7.33,1,<60%,B
STU0715,Male,Electronics,Urban,Full-Time,Graduate,0,0,8.0,74.0,9.68,7.34,0,60-74%,B
STU0716,Female,Mechanical,Semi-Urban,Full-Time,Graduate,1,1,8.0,64.0,7.53,6.33,0,60-74%,C
STU0717,Male,Computer Science,Urban,Full-Time,Post-Graduate,1,0,6.0,48.0,5.04,8.15,1,<60%,B
STU0718,Female,Computer Science,Urban,Full-Time,High School,0,0,8.0,43.0,7.0,6.41,1,<60%,C
STU0719,Female,Mechanical,Urban,Full-Time,Post-Graduate,1,0,2.0,53.0,8.96,7.11,1,<60%,B
STU0720,Male,Electronics,Urban,Full-Time,Post-Graduate,0,1,2.0,63.0,6.0,5.65,0,60-74%,C
STU0721,Female,Electronics,Semi-Urban,Part-Time,Graduate,1,0,9.0,77.0,5.37,8.15,0,75-89%,B
STU0722,Male,Civil,Semi-Urban,Full-Time,High School,1,0,8.0,83.0,7.19,8.81,0,75-89%,A
STU0723,Male,Business,Rural,Full-Time,None,0,0,7.0,82.0,5.02,7.2,0,75-89%,B
STU0724,Male,Mechanical,Urban,Part-Time,High School,1,1,5.0,42.0,5.77,4.88,1,<60%,D
STU0725,Female,Electronics,Urban,Part-Time,Graduate,1,0,5.0,80.0,7.88,7.28,0,75-89%,B
STU0726,Male,Business,Urban,Full-Time,High School,1,1,5.0,87.0,9.2,8.56,0,75-89%,A
STU0727,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,2.0,70.0,6.95,4.79,1,60-74%,D
STU0728,Female,Business,Urban,Full-Time,Graduate,0,0,2.0,50.0,9.89,5.85,1,<60%,C
STU0729,Male,Civil,Urban,Full-Time,High School,0,1,7.0,59.0,7.99,6.26,1,<60%,C
STU0730,Male,Civil,Urban,Full-Time,Graduate,1,0,3.0,90.0,8.51,7.03,0,90%+,B
